"N2-096","N2","～をめぐって","명사 + ～をめぐって","~를 둘러싸고.","<ruby>その<rt>その</rt></ruby><ruby>発言<rt>はつげん</rt></ruby>をめぐって、<ruby>ネット上<rt>ねっとじょう</rt></ruby>で<ruby>賛否<rt>さんぴ</rt></ruby>が<ruby>分<rt>わ</rt></ruby>かれた。","그 발언을 둘러싸고 인터넷상에서 찬반이 갈렸다.","<ruby>大会開催<rt>たいかいかいさい</rt></ruby>をめぐって、さまざまな<ruby>意見<rt>いけん</rt></ruby>が<ruby>出<rt>で</rt></ruby>ている。","대회 개최를 둘러싸고 여러 의견이 나오고 있다.","～を巡って와 뜻은 같고, 가나 표기형이다."
"N2-097","N2","～をめぐる","명사 + ～をめぐる + 명사","~를 둘러싼.","<ruby>環境問題<rt>かんきょうもんだい</rt></ruby>をめぐる<ruby>議論<rt>ぎろん</rt></ruby>が、<ruby>国会<rt>こっかい</rt></ruby>で<ruby>続<rt>つづ</rt></ruby>いている。","환경 문제를 둘러싼 논의가 국회에서 이어지고 있다.","<ruby>予算配分<rt>よさんはいぶん</rt></ruby>をめぐる<ruby>対立<rt>たいりつ</rt></ruby>はまだ<ruby>解決<rt>かいけつ</rt></ruby>していない。","예산 배분을 둘러싼 대립은 아직 해결되지 않았다.","～をめぐって의 명사 수식형이다."
"N2-098","N2","～に向けて","명사 + ～に向けて","~를 향하여, ~를 목표로.","<ruby>来年<rt>らいねん</rt></ruby>の<ruby>大会<rt>たいかい</rt></ruby>に<ruby>向<rt>む</rt></ruby>けて、<ruby>新<rt>あたら</rt></ruby>しい<ruby>練習計画<rt>れんしゅうけいかく</rt></ruby>を<ruby>立<rt>た</rt></ruby>てた。","내년 대회를 향해 새로운 연습 계획을 세웠다.","<ruby>持続可能<rt>じぞくかのう</rt></ruby>な<ruby>社会<rt>しゃかい</rt></ruby>に<ruby>向<rt>む</rt></ruby>けて、<ruby>地域全体<rt>ちいきぜんたい</rt></ruby>で<ruby>取<rt>と</rt></ruby>り<ruby>組<rt>く</rt></ruby>みを<ruby>進<rt>すす</rt></ruby>めている。","지속 가능한 사회를 향해 지역 전체에서 노력을 진행하고 있다.","～に向かって보다 목표 지향성이 더 강하다."
"N2-099","N2","～に向かって","명사 + ～に向かって","~를 향하여. 방향이나 대상 쪽으로 나아감을 나타낸다.","<ruby>船<rt>ふね</rt></ruby>は<ruby>港<rt>みなと</rt></ruby>に<ruby>向<rt>む</rt></ruby>かってゆっくり<ruby>進<rt>すす</rt></ruby>んだ。","배는 항구를 향해 천천히 나아갔다.","<ruby>聴衆<rt>ちょうしゅう</rt></ruby>に<ruby>向<rt>む</rt></ruby>かって、<ruby>力強<rt>ちからづよ</rt></ruby>く<ruby>演説<rt>えんぜつ</rt></ruby>した。","청중을 향해 힘차게 연설했다.","～に向けて보다 물리적 방향·행동성이 더 강하다."
"N2-100","N2","～につき","명사 + ～につき","~에 관하여; ~이므로; ~당.","<ruby>本日<rt>ほんじつ</rt></ruby>は<ruby>点検中<rt>てんけんちゅう</rt></ruby>につき、<ruby>一部<rt>いちぶ</rt></ruby>の<ruby>施設<rt>しせつ</rt></ruby>はご<ruby>利用<rt>りよう</rt></ruby>いただけません。","오늘은 점검 중이므로 일부 시설은 이용하실 수 없습니다.","<ruby>参加者<rt>さんかしゃ</rt></ruby><ruby>一人<rt>ひとり</rt></ruby>につき、<ruby>資料<rt>しりょう</rt></ruby>を<ruby>一部<rt>いちぶ</rt></ruby>ずつお<ruby>配<rt>くば</rt></ruby>りします。","참가자 1인당 자료를 한 부씩 배부합니다.","격식 있는 안내문 표현이며, 이유와 단위 두 용법이 있다."
"N2-101","N2","～上に","보통형 / な형용사 + な / 명사 + である + ～上に","~한 데다가.","この<ruby>道<rt>みち</rt></ruby>は<ruby>狭<rt>せま</rt></ruby>い<ruby>上<rt>うえ</rt></ruby>に、<ruby>夜<rt>よる</rt></ruby>は<ruby>暗<rt>くら</rt></ruby>くて<ruby>危険<rt>きけん</rt></ruby>だ。","이 길은 좁은 데다가 밤에는 어두워서 위험하다.","<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>仕事<rt>しごと</rt></ruby>ができる<ruby>上<rt>うえ</rt></ruby>に、<ruby>気配<rt>きくば</rt></ruby>りもできる。","그녀는 일을 잘하는 데다가 배려도 잘한다.","같은 방향의 정보가 누적된다."
"N2-102","N2","～に限り","명사 + ～に限り","~에 한하여.","<ruby>本<rt>ほん</rt></ruby>サービスは<ruby>会員<rt>かいいん</rt></ruby>に<ruby>限<rt>かぎ</rt></ruby>りご<ruby>利用<rt>りよう</rt></ruby>いただけます。","본 서비스는 회원에 한하여 이용하실 수 있습니다.","<ruby>本日<rt>ほんじつ</rt></ruby>に<ruby>限<rt>かぎ</rt></ruby>り、<ruby>入場料<rt>にゅうじょうりょう</rt></ruby>は<ruby>無料<rt>むりょう</rt></ruby>です。","오늘에 한하여 입장료는 무료입니다.","～だけ보다 공지·안내에서 더 격식 있다."
"N2-103","N2","～に限って","명사 + ～に限って","~에 한해서; 하필 ~에.","<ruby>大事<rt>だいじ</rt></ruby>な<ruby>日<rt>ひ</rt></ruby>に<ruby>限<rt>かぎ</rt></ruby>って、<ruby>電車<rt>でんしゃ</rt></ruby>が<ruby>遅<rt>おく</rt></ruby>れる。","하필 중요한 날에 한해서 전철이 늦는다.","この<ruby>商品<rt>しょうひん</rt></ruby>に<ruby>限<rt>かぎ</rt></ruby>って、<ruby>返品<rt>へんぴん</rt></ruby>はお<ruby>受<rt>う</rt></ruby>けできません。","이 상품에 한해서는 반품을 받을 수 없습니다.","～に限り보다 ‘하필’이라는 뉘앙스가 자주 생긴다."
"N2-104","N2","～に限らず","명사 + ～に限らず","~에 한하지 않고.","この<ruby>問題<rt>もんだい</rt></ruby>は<ruby>学生<rt>がくせい</rt></ruby>に<ruby>限<rt>かぎ</rt></ruby>らず、<ruby>社会人<rt>しゃかいじん</rt></ruby>にも<ruby>関係<rt>かんけい</rt></ruby>がある。","이 문제는 학생에 한하지 않고 사회인에게도 관계가 있다.","<ruby>休日<rt>きゅうじつ</rt></ruby>に<ruby>限<rt>かぎ</rt></ruby>らず、<ruby>平日<rt>へいじつ</rt></ruby>も<ruby>利用客<rt>りようきゃく</rt></ruby>が<ruby>多<rt>おお</rt></ruby>い。","휴일에 한하지 않고 평일에도 이용객이 많다.","～だけでなく과 비슷하지만 더 격식 있다."
"N2-105","N2","～限りでは","동사 た형 / 동사 ている형 + ～限りでは","~하는 한에서는.","<ruby>私<rt>わたし</rt></ruby>が<ruby>知<rt>し</rt></ruby>っている<ruby>限<rt>かぎ</rt></ruby>りでは、その<ruby>件<rt>けん</rt></ruby>はまだ<ruby>決定<rt>けってい</rt></ruby>していない。","내가 알고 있는 한에서는 그 건은 아직 결정되지 않았다.","<ruby>調<rt>しら</rt></ruby>べた<ruby>限<rt>かぎ</rt></ruby>りでは、<ruby>大<rt>おお</rt></ruby>きな<ruby>問題<rt>もんだい</rt></ruby>は<ruby>見<rt>み</rt></ruby>つからなかった。","조사한 한에서는 큰 문제는 발견되지 않았다.","정보·지식의 범위를 한정해 말한다."
"N2-106","N2","～を問わず","명사 + ～を問わず","~를 불문하고.","<ruby>年齢<rt>ねんれい</rt></ruby>や<ruby>経験<rt>けいけん</rt></ruby>を<ruby>問<rt>と</rt></ruby>わず、どなたでもご<ruby>応募<rt>おうぼ</rt></ruby>いただけます。","연령이나 경험을 불문하고 누구나 지원하실 수 있습니다.","<ruby>昼夜<rt>ちゅうや</rt></ruby>を<ruby>問<rt>と</rt></ruby>わず、<ruby>工事<rt>こうじ</rt></ruby>が<ruby>続<rt>つづ</rt></ruby>いている。","주야를 불문하고 공사가 이어지고 있다.","조건과 상관없음을 공문서적으로 나타낸다."
"N2-107","N2","～にせよ","명사 / 동사 보통형 + ～にせよ","~이든, ~라 해도.","<ruby>賛成<rt>さんせい</rt></ruby>にせよ<ruby>反対<rt>はんたい</rt></ruby>にせよ、まず<ruby>意見<rt>いけん</rt></ruby>を<ruby>聞<rt>き</rt></ruby>かせてほしい。","찬성이든 반대이든 먼저 의견을 들려주었으면 한다.","どちらを<ruby>選<rt>えら</rt></ruby>ぶにせよ、<ruby>理由<rt>りゆう</rt></ruby>は<ruby>明確<rt>めいかく</rt></ruby>にするべきだ。","어느 쪽을 고르든 이유는 명확히 해야 한다.","양보를 인정하면서 결론은 같음을 말한다."
"N2-108","N2","～にしろ","명사 / 동사 보통형 + ～にしろ","~이든, ~라 해도.","<ruby>理由<rt>りゆう</rt></ruby>が<ruby>何<rt>なん</rt></ruby>にしろ、<ruby>無断欠席<rt>むだんけっせき</rt></ruby>はよくない。","이유가 무엇이든 무단결석은 좋지 않다.","<ruby>今<rt>いま</rt></ruby>すぐ<ruby>決<rt>き</rt></ruby>めるにしろ、あとで<ruby>決<rt>き</rt></ruby>めるにしろ、まず<ruby>情報<rt>じょうほう</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>だ。","지금 당장 정하든 나중에 정하든 우선 정보가 필요하다.","～にせよ와 거의 같고 조금 더 회화적이다."
"N2-109","N2","～にしろ～にしろ","명사 / 동사 보통형 + ～にしろ～にしろ","~이든 ~이든.","<ruby>行<rt>い</rt></ruby>くにしろ<ruby>行<rt>い</rt></ruby>かないにしろ、きょう<ruby>中<rt>じゅう</rt></ruby>に<ruby>返事<rt>へんじ</rt></ruby>をください。","가든 안 가든 오늘 중으로 답을 주세요.","<ruby>夏<rt>なつ</rt></ruby>にしろ<ruby>冬<rt>ふゆ</rt></ruby>にしろ、この<ruby>町<rt>まち</rt></ruby>は<ruby>観光客<rt>かんこうきゃく</rt></ruby>が<ruby>多<rt>おお</rt></ruby>い。","여름이든 겨울이든 이 도시는 관광객이 많다.","양쪽 경우를 병렬로 제시한다."
"N2-110","N2","～にしても～にしても","명사 / 동사 보통형 + ～にしても～にしても","~이든 ~이든.","<ruby>電車<rt>でんしゃ</rt></ruby>にしても<ruby>バス<rt>ばす</rt></ruby>にしても、この<ruby>時間<rt>じかん</rt></ruby>はかなり<ruby>混<rt>こ</rt></ruby>む。","전철이든 버스든 이 시간은 꽤 붐빈다.","<ruby>続<rt>つづ</rt></ruby>けるにしてもやめるにしても、<ruby>十分<rt>じゅうぶん</rt></ruby>に<ruby>話<rt>はな</rt></ruby>し<ruby>合<rt>あ</rt></ruby>う<ruby>必要<rt>ひつよう</rt></ruby>がある。","계속하든 그만두든 충분히 상의할 필요가 있다.","～にしろ～にしろ와 뜻은 거의 같고, 이쪽이 조금 더 부드럽다."
"N2-111","N2","～を<ruby>除<rt>のぞ</rt></ruby>いて","명사 + を + ～除いて","~를 제외하고.","<ruby>日曜日<rt>にちようび</rt></ruby>を<ruby>除<rt>のぞ</rt></ruby>いて、この<ruby>図書館<rt>としょかん</rt></ruby>は<ruby>毎日<rt>まいにち</rt></ruby><ruby>開<rt>あ</rt></ruby>いている。","일요일을 제외하고 이 도서관은 매일 열려 있다.","<ruby>一部<rt>いちぶ</rt></ruby>の<ruby>例外<rt>れいがい</rt></ruby>を<ruby>除<rt>のぞ</rt></ruby>いて、みんな<ruby>賛成<rt>さんせい</rt></ruby>した。","일부 예외를 제외하고 모두 찬성했다.","구어에서는 ～以外は를 더 자주 쓴다."
"N2-112","N2","～<ruby>除<rt>のぞ</rt></ruby>いて","명사 + ～除いて","~를 제외하고.","この<ruby>仕事<rt>しごと</rt></ruby>は<ruby>経験者<rt>けいけんしゃ</rt></ruby><ruby>除<rt>のぞ</rt></ruby>いて<ruby>応募<rt>おうぼ</rt></ruby>できない。","이 일은 경험자를 제외하고는 지원할 수 없다.","<ruby>古<rt>ふる</rt></ruby>い<ruby>資料<rt>しりょう</rt></ruby><ruby>除<rt>のぞ</rt></ruby>いて、<ruby>全部<rt>ぜんぶ</rt></ruby>データ化した。","오래된 자료를 제외하고 전부 데이터화했다.","～を除いて와 뜻은 같고, ～を가 없는 축약형이다."
"N2-113","N2","～<ruby>抜<rt>ぬ</rt></ruby>きにして（は）","명사 + ～抜きにして（は）","~는 빼고, ~는 제쳐 두고.","<ruby>冗談<rt>じょうだん</rt></ruby><ruby>抜<rt>ぬ</rt></ruby>きにして、そろそろ<ruby>本題<rt>ほんだい</rt></ruby>に<ruby>入<rt>はい</rt></ruby>ろう。","농담은 빼고 슬슬 본론으로 들어가자.","<ruby>感情<rt>かんじょう</rt></ruby><ruby>抜<rt>ぬ</rt></ruby>きにしては、この<ruby>問題<rt>もんだい</rt></ruby>は<ruby>語<rt>かた</rt></ruby>れない。","감정을 제쳐 두고는 이 문제를 말할 수 없다.","형식이나 부수 요소를 덜어 내고 본론으로 간다는 느낌이 강하다."
"N2-114","N2","～<ruby>抜<rt>ぬ</rt></ruby>きで（は）","명사 + ～抜きで（は）","~는 빼고, ~없이.","お<ruby>世辞<rt>せじ</rt></ruby><ruby>抜<rt>ぬ</rt></ruby>きで、この<ruby>料理<rt>りょうり</rt></ruby>はかなりおいしい。","아부는 빼고 이 요리는 꽤 맛있다.","<ruby>前置<rt>まえお</rt></ruby>き<ruby>抜<rt>ぬ</rt></ruby>きで<ruby>話<rt>はな</rt></ruby>すと、<ruby>今回<rt>こんかい</rt></ruby>の<ruby>計画<rt>けいかく</rt></ruby>は<ruby>危険<rt>きけん</rt></ruby>だ。","서두는 빼고 말하면 이번 계획은 위험하다.","～抜きにして（は）보다 조금 더 회화적이다."
"N2-115","N2","～はともかく（として）","명사 + ～はともかく（として）","~는 어쨌든, ~는 일단 제쳐 두고.","<ruby>結果<rt>けっか</rt></ruby>はともかくとして、まずは<ruby>最後<rt>さいご</rt></ruby>までやってみよう。","결과는 어쨌든 우선 끝까지 해 보자.","<ruby>値段<rt>ねだん</rt></ruby>はともかく、この<ruby>機能<rt>きのう</rt></ruby>は<ruby>魅力的<rt>みりょくてき</rt></ruby>だ。","가격은 어쨌든 이 기능은 매력적이다.","논외로 두기는 하지만 완전히 분리하는 느낌은 아니다."
"N2-116","N2","～は<ruby>別<rt>べつ</rt></ruby>として","명사 + ～は別として","~는 별도로 하고, ~는 따로 두고.","<ruby>費用<rt>ひよう</rt></ruby>は<ruby>別<rt>べつ</rt></ruby>として、この<ruby>案<rt>あん</rt></ruby>はかなり<ruby>現実的<rt>げんじつてき</rt></ruby>だ。","비용은 별도로 하고 이 안은 꽤 현실적이다.","<ruby>個人<rt>こじん</rt></ruby>の<ruby>好<rt>この</rt></ruby>みは<ruby>別<rt>べつ</rt></ruby>として、<ruby>客観的<rt>きゃっかんてき</rt></ruby>にはよくできた<ruby>作品<rt>さくひん</rt></ruby>だ。","개인의 취향은 별도로 하고 객관적으로는 잘 만든 작품이다.","～はともかく보다 분리·배제의 느낌이 더 강하다."
"N2-117","N2","～ものなら","동사 가능형 / 동사 의향형 + ～ものなら","~할 수 있다면; 만약 ~하려 들면.","<ruby>帰<rt>かえ</rt></ruby>れるものなら、いますぐ<ruby>実家<rt>じっか</rt></ruby>に<ruby>帰<rt>かえ</rt></ruby>りたい。","돌아갈 수 있다면 지금 당장 본가에 돌아가고 싶다.","そんな<ruby>危険<rt>きけん</rt></ruby>な<ruby>場所<rt>ばしょ</rt></ruby>に<ruby>近<rt>ちか</rt></ruby>づこうものなら、すぐに<ruby>止<rt>と</rt></ruby>められるだろう。","그런 위험한 장소에 가까이 가려 들면 곧바로 제지당할 것이다.","가능형은 비현실적 소망, 의향형은 경고의 뜻이 강하다."
"N2-118","N2","～ないことには","동사 ない형 / い형용사 くない / な형용사 でない + ことには","~하지 않으면.","<ruby>実際<rt>じっさい</rt></ruby>に<ruby>見<rt>み</rt></ruby>ないことには、その<ruby>違<rt>ちが</rt></ruby>いは<ruby>分<rt>わ</rt></ruby>からない。","실제로 보지 않으면 그 차이는 알 수 없다.","<ruby>安全<rt>あんぜん</rt></ruby>でないことには、この<ruby>計画<rt>けいかく</rt></ruby>を<ruby>進<rt>すす</rt></ruby>められない。","안전하지 않으면 이 계획을 진행할 수 없다.","필수 전제가 충족되지 않으면 뒤가 성립하지 않는다."
"N2-119","N2","～てこそ","동사 て형 + こそ","~해야 비로소.","<ruby>苦労<rt>くろう</rt></ruby>してこそ、<ruby>本当<rt>ほんとう</rt></ruby>の<ruby>達成感<rt>たっせいかん</rt></ruby>が<ruby>得<rt>え</rt></ruby>られる。","고생해야 비로소 진정한 성취감을 얻을 수 있다.","<ruby>使<rt>つか</rt></ruby>ってこそ、その<ruby>道具<rt>どうぐ</rt></ruby>の<ruby>価値<rt>かち</rt></ruby>が<ruby>分<rt>わ</rt></ruby>かる。","써 봐야 비로소 그 도구의 가치를 알 수 있다.","～てはじめて보다 ‘그래야만 의미가 생긴다’는 가치 부여가 강하다."
"N2-120","N2","～ては","동사 て형 + は","~해서는.","こんなに<ruby>夜更<rt>よふ</rt></ruby>かししては、<ruby>明日<rt>あした</rt></ruby><ruby>起<rt>お</rt></ruby>きられない。","이렇게 밤늦게까지 깨어 있어서는 내일 일어날 수 없다.","いま<ruby>決<rt>き</rt></ruby>めては、あとで<ruby>後悔<rt>こうかい</rt></ruby>するかもしれない。","지금 결정해서는 나중에 후회할지도 모른다.","조건이 좋지 않은 결과로 이어짐을 말한다."
"N2-121","N2","～ては～ては","동사 て형 + は～동사 て형 + は","~하고는 ~하고는.","<ruby>彼<rt>かれ</rt></ruby>は<ruby>飲<rt>の</rt></ruby>んでは<ruby>寝<rt>ね</rt></ruby>、<ruby>起<rt>お</rt></ruby>きてはまた<ruby>飲<rt>の</rt></ruby>むという<ruby>生活<rt>せいかつ</rt></ruby>をしている。","그는 마시고는 자고, 일어나고는 또 마시는 생활을 하고 있다.","<ruby>消<rt>け</rt></ruby>しては<ruby>書<rt>か</rt></ruby>き、<ruby>書<rt>か</rt></ruby>いては<ruby>直<rt>なお</rt></ruby>して、ようやく<ruby>完成<rt>かんせい</rt></ruby>した。","지우고는 쓰고, 쓰고는 고치기를 반복해 겨우 완성했다.","같은 동작의 반복·순환을 강조한다."
"N2-122","N2","～てはならない","동사 て형 + はならない","~해서는 안 된다.","<ruby>過去<rt>かこ</rt></ruby>の<ruby>失敗<rt>しっぱい</rt></ruby>を<ruby>忘<rt>わす</rt></ruby>れてはならない。","과거의 실패를 잊어서는 안 된다.","<ruby>人<rt>ひと</rt></ruby>を<ruby>外見<rt>がいけん</rt></ruby>だけで<ruby>判断<rt>はんだん</rt></ruby>してはならない。","사람을 겉모습만으로 판단해서는 안 된다.","～てはいけない보다 더 격식 있고 규범적이다."
"N2-123","N2","～ばと<ruby>思<rt>おも</rt></ruby>います","동사 ば형 / い형용사 ければ / な형용사 なら + と思います","~하면 좋겠다고 생각합니다.","みなさんがこの<ruby>経験<rt>けいけん</rt></ruby>を<ruby>今後<rt>こんご</rt></ruby>に<ruby>生<rt>い</rt></ruby>かしてくれればと<ruby>思<rt>おも</rt></ruby>います。","여러분이 이 경험을 앞으로 살려 주면 좋겠다고 생각합니다.","これをきっかけに、<ruby>少<rt>すこ</rt></ruby>しでも<ruby>関心<rt>かんしん</rt></ruby>を<ruby>持<rt>も</rt></ruby>っていただければと<ruby>思<rt>おも</rt></ruby>います。","이것을 계기로 조금이라도 관심을 가져 주시면 좋겠다고 생각합니다.","공손하고 부드럽게 희망·바람을 전한다."
"N2-124","N2","～ざるを<ruby>得<rt>え</rt></ruby>ない","동사 ない형 어간 + ざるを得ない","~하지 않을 수 없다.","<ruby>状況<rt>じょうきょう</rt></ruby>がここまで<ruby>悪化<rt>あっか</rt></ruby>したので、<ruby>計画<rt>けいかく</rt></ruby>を<ruby>見直<rt>みなお</rt></ruby>さざるを<ruby>得<rt>え</rt></ruby>ない。","상황이 여기까지 악화되어 계획을 재검토하지 않을 수 없다.","<ruby>突然<rt>とつぜん</rt></ruby>の<ruby>雨<rt>あめ</rt></ruby>で、<ruby>予定<rt>よてい</rt></ruby>を<ruby>変更<rt>へんこう</rt></ruby>せざるを<ruby>得<rt>え</rt></ruby>なかった。","갑작스러운 비로 예정을 변경하지 않을 수 없었다.","불가피함을 문어적으로 나타낸다."
"N2-125","N2","～かねる","동사 ます형 + ～かねる","~하기 어렵다.","そのご<ruby>依頼<rt>いらい</rt></ruby>は、こちらではお<ruby>引<rt>ひ</rt></ruby>き<ruby>受<rt>う</rt></ruby>けしかねます。","그 의뢰는 저희 쪽에서는 받아들이기 어렵습니다.","<ruby>詳<rt>くわ</rt></ruby>しい<ruby>事情<rt>じじょう</rt></ruby>が<ruby>分<rt>わ</rt></ruby>からないので、いまは<ruby>判断<rt>はんだん</rt></ruby>しかねる。","자세한 사정을 모르므로 지금은 판단하기 어렵다.","비즈니스에서 완곡한 거절·곤란함을 나타낼 때 자주 쓴다."
"N2-126","N2","～かねない","동사 ます형 + ～かねない","~할 수도 있다; ~할 위험이 있다.","そんな<ruby>言<rt>い</rt></ruby>い<ruby>方<rt>かた</rt></ruby>では、<ruby>誤解<rt>ごかい</rt></ruby>を<ruby>招<rt>まね</rt></ruby>きかねない。","그런 말투로는 오해를 불러올 수도 있다.","このまま<ruby>放置<rt>ほうち</rt></ruby>すれば、<ruby>事故<rt>じこ</rt></ruby>につながりかねない。","이대로 방치하면 사고로 이어질 수도 있다.","부정적 사태의 가능성에만 쓴다."
"N2-127","N2","～っこない","동사 ます형 + ～っこない","~할 리가 없다.","そんな<ruby>重<rt>おも</rt></ruby>い<ruby>荷物<rt>にもつ</rt></ruby>、<ruby>一人<rt>ひとり</rt></ruby>で<ruby>運<rt>はこ</rt></ruby>べっこないよ。","그렇게 무거운 짐은 혼자 옮길 리가 없어.","あの<ruby>人<rt>ひと</rt></ruby>に<ruby>私<rt>わたし</rt></ruby>の<ruby>気持<rt>きも</rt></ruby>ちなんて<ruby>分<rt>わ</rt></ruby>かりっこない。","저 사람이 내 마음 따위를 알 리가 없다.","강한 확신을 담은 매우 구어적인 불가능 표현이다."
"N2-128","N2","～てはいられない","동사 て형 + はいられない","~하고만 있을 수 없다.","いつまでもここで<ruby>悩<rt>なや</rt></ruby>んではいられない。","언제까지나 여기서 고민하고만 있을 수는 없다.","みんなが<ruby>動<rt>うご</rt></ruby>き<ruby>始<rt>はじ</rt></ruby>めたのだから、<ruby>黙<rt>だま</rt></ruby>って<ruby>見<rt>み</rt></ruby>てはいられない。","모두가 움직이기 시작했으니 가만히 보고만 있을 수는 없다.","현상 유지를 더 이상 못 한다는 긴박감을 나타낸다."
"N2-129","N2","～てばかりはいられない","동사 て형 + ばかりは + いられない","~하고만 있을 수는 없다.","<ruby>人<rt>ひと</rt></ruby>の<ruby>助<rt>たす</rt></ruby>けを<ruby>待<rt>ま</rt></ruby>ってばかりはいられない。","남의 도움만 기다리고 있을 수는 없다.","いつまでも<ruby>失敗<rt>しっぱい</rt></ruby>を<ruby>悔<rt>く</rt></ruby>やんでばかりはいられないよ。","언제까지나 실패를 후회하고만 있을 수는 없어.","～てはいられない보다 ‘계속 그것만 하는 상태’를 더 강하게 부정한다."
"N2-130","N2","～どころではない","동사 기본형 / 명사 + ～どころではない","~할 상황이 아니다.","いまは<ruby>旅行<rt>りょこう</rt></ruby>どころではない。まず<ruby>仕事<rt>しごと</rt></ruby>を<ruby>片<rt>かた</rt></ruby>づけないと。","지금은 여행할 상황이 아니다. 먼저 일을 처리해야 한다.","<ruby>試験前<rt>しけんまえ</rt></ruby>で、のんびり<ruby>寝<rt>ね</rt></ruby>ているどころではない。","시험 전이라 느긋하게 자고 있을 상황이 아니다.","～どころか와 달리 여유 부재·상황 부적절을 나타낸다."
"N2-131","N2","～ずに<ruby>済<rt>す</rt></ruby>む","동사 ない형 어간 + ずに済む","~하지 않아도 되다.","<ruby>友人<rt>ゆうじん</rt></ruby>が<ruby>駅<rt>えき</rt></ruby>まで<ruby>送<rt>おく</rt></ruby>ってくれたので、タクシーに<ruby>乗<rt>の</rt></ruby>らずに<ruby>済<rt>す</rt></ruby>んだ。","친구가 역까지 데려다줘서 택시를 타지 않아도 되었다.","<ruby>早<rt>はや</rt></ruby>めに<ruby>連絡<rt>れんらく</rt></ruby>したおかげで、<ruby>大<rt>おお</rt></ruby>きな<ruby>混乱<rt>こんらん</rt></ruby>にならずに<ruby>済<rt>す</rt></ruby>んだ。","미리 연락한 덕분에 큰 혼란이 되지 않아도 되었다.","면제·회피의 뉘앙스가 있다."
"N2-132","N2","～ないで<ruby>済<rt>す</rt></ruby>む","동사 ない형 + で済む","~하지 않아도 되다.","きょうは<ruby>予約<rt>よやく</rt></ruby>してあるから、<ruby>長<rt>なが</rt></ruby>く<ruby>待<rt>ま</rt></ruby>たないで<ruby>済<rt>す</rt></ruby>む。","오늘은 예약해 두었으니 오래 기다리지 않아도 된다.","アプリで<ruby>手続<rt>てつづ</rt></ruby>きすれば、<ruby>窓口<rt>まどぐち</rt></ruby>に<ruby>行<rt>い</rt></ruby>かないで<ruby>済<rt>す</rt></ruby>む。","앱으로 절차를 밟으면 창구에 가지 않아도 된다.","～ずに済む의 구어적·현대적 형태다."
"N2-133","N2","～なくて<ruby>済<rt>す</rt></ruby>む","동사 ない형 + くて済む","~하지 않아도 되다.","<ruby>保険<rt>ほけん</rt></ruby>に<ruby>入<rt>はい</rt></ruby>っていたので、<ruby>全額<rt>ぜんがく</rt></ruby><ruby>払<rt>はら</rt></ruby>わなくて<ruby>済<rt>す</rt></ruby>んだ。","보험에 들어 있어서 전액을 지불하지 않아도 되었다.","この<ruby>資料<rt>しりょう</rt></ruby>があれば、いちいち<ruby>説明<rt>せつめい</rt></ruby>しなくて<ruby>済<rt>す</rt></ruby>む。","이 자료가 있으면 일일이 설명하지 않아도 된다.","～ないで済む와 뜻은 같고, 결과 중심으로 들리기 쉽다."
"N2-134","N2","～て<ruby>済<rt>す</rt></ruby>む","동사 て형 + 済む","~해서 끝나다; ~로 해결되다.","<ruby>謝<rt>あやま</rt></ruby>って<ruby>済<rt>す</rt></ruby>む<ruby>問題<rt>もんだい</rt></ruby>ではない。","사과해서 끝날 문제가 아니다.","こんな<ruby>軽<rt>かる</rt></ruby>いけがなら、<ruby>薬<rt>くすり</rt></ruby>をぬって<ruby>済<rt>す</rt></ruby>むだろう。","이 정도 가벼운 상처라면 약을 발라서 끝날 것이다.","～ずに済む와 달리 ‘무엇으로 해결됨’에 초점이 있다."
"N2-135","N2","～で<ruby>済<rt>す</rt></ruby>む","명사 + で済む","~로 끝나다; ~로 해결되다.","<ruby>大<rt>おお</rt></ruby>きな<ruby>故障<rt>こしょう</rt></ruby>かと<ruby>思<rt>おも</rt></ruby>ったが、<ruby>簡単<rt>かんたん</rt></ruby>な<ruby>修理<rt>しゅうり</rt></ruby>で<ruby>済<rt>す</rt></ruby>んだ。","큰 고장인 줄 알았는데 간단한 수리로 끝났다.","きょうは<ruby>電話<rt>でんわ</rt></ruby>で<ruby>済<rt>す</rt></ruby>む<ruby>話<rt>はなし</rt></ruby>だから、わざわざ<ruby>来<rt>く</rt></ruby>なくていい。","오늘은 전화로 끝날 이야기이니 일부러 오지 않아도 된다.","수단·비용·조치가 그 정도에서 해결됨을 나타낸다."
"N2-136","N2","～ねばならない","동사 ない형 어간 + ～ねばならない","~하지 않으면 안 된다. 문어적·격식 있는 의무 표현이다.","<ruby>私<rt>わたし</rt></ruby>たちはこの<ruby>問題<rt>もんだい</rt></ruby>を<ruby>真剣<rt>しんけん</rt></ruby>に<ruby>考<rt>かんが</rt></ruby>えねばならない。","우리는 이 문제를 진지하게 생각하지 않으면 안 된다.","<ruby>社会人<rt>しゃかいじん</rt></ruby>として、<ruby>約束<rt>やくそく</rt></ruby>は<ruby>守<rt>まも</rt></ruby>らねばならない。","사회인으로서 약속은 지키지 않으면 안 된다.","なければならない보다 더 문어적이고 격식 있다."
